CustomerID,Recency,Frequency,Monetary,product_category,restaurant_type,purchase_date
CUST0048,274,3,19693.68659640255,pescado,casual,2024-11-03
CUST0049,89,5,11247.808129936375,pescado,hotel,2025-05-07
CUST0050,316,6,24431.271116696622,marisco,fine_dining,2024-09-22
CUST0051,14,7,3864.2083190757617,queso,casual,2025-07-21
CUST0052,242,4,10388.06695398873,carne,casual,2024-12-05
CUST0053,265,9,12373.749655541682,queso,fine_dining,2024-11-12
CUST0054,346,5,1296.8589786717778,especias,fine_dining,2024-08-23
CUST0055,53,8,40160.02821560855,especias,fine_dining,2025-06-12
CUST0056,340,3,6958.563517562033,queso,fine_dining,2024-08-29
CUST0057,92,6,66458.40403224734,marisco,fine_dining,2025-05-04
CUST0058,264,8,7423.006687802379,marisco,hotel,2024-11-13
CUST0059,35,6,8811.76861818427,marisco,fine_dining,2025-06-30
CUST0060,206,4,4286.638196024844,carne,fine_dining,2025-01-10
CUST0061,81,8,46713.240085217345,especias,hotel,2025-05-15
CUST0062,50,5,23372.88889669271,especias,casual,2025-06-15
CUST0063,360,5,60192.672048625966,especias,hotel,2024-08-09
CUST0064,2,4,12062.071148384997,carne,casual,2025-08-02
CUST0065,54,9,14234.9350813291,especias,casual,2025-06-11
CUST0066,106,6,2760.471987950883,queso,hotel,2025-04-20
CUST0067,260,4,7951.579038482616,pescado,fine_dining,2024-11-17
CUST0068,310,6,17600.25801312402,carne,casual,2024-09-28
CUST0069,191,4,21859.065761249945,pescado,fine_dining,2025-01-25
CUST0070,218,5,91959.87865115753,queso,hotel,2024-12-29
CUST0071,44,3,2331.397214585075,marisco,casual,2025-06-21
CUST0072,162,5,18669.098265560224,marisco,fine_dining,2025-02-23
CUST0073,202,4,10187.664553309687,marisco,casual,2025-01-14
CUST0074,270,8,16005.277318195183,carne,casual,2024-11-07
CUST0075,351,5,16446.803764728473,marisco,hotel,2024-08-18
CUST0076,304,6,12258.632035000375,carne,fine_dining,2024-10-04
CUST0077,271,5,4779.361637154505,carne,fine_dining,2024-11-06
CUST0078,215,6,3969.4903712620503,pescado,casual,2025-01-01
CUST0079,252,5,11387.350364944421,marisco,fine_dining,2024-11-25
CUST0080,190,7,3585.139588060276,especias,casual,2025-01-26
CUST0081,296,10,13256.79999387037,marisco,hotel,2024-10-12
CUST0082,213,4,11519.548535430364,marisco,hotel,2025-01-03
CUST0083,208,9,1280.6651677981145,marisco,fine_dining,2025-01-08
CUST0084,237,6,102619.50102836124,especias,hotel,2024-12-10
CUST0085,338,2,16033.376378213674,especias,hotel,2024-08-31
CUST0086,53,4,1296.9622079123549,carne,fine_dining,2025-06-12
CUST0087,280,6,19002.068453502918,especias,casual,2024-10-28
CUST0088,217,5,12109.92770459872,carne,hotel,2024-12-30
CUST0089,252,7,3973.5075452354013,pescado,fine_dining,2024-11-25
CUST0090,188,6,20220.922744333282,carne,fine_dining,2025-01-28
CUST0091,41,6,5784.957718577086,marisco,fine_dining,2025-06-24
CUST0092,157,5,18001.364054642236,queso,hotel,2025-02-28
CUST0093,15,10,7358.86150251191,queso,hotel,2025-07-20
CUST0094,301,7,6000.457939262287,marisco,casual,2024-10-07
CUST0095,65,8,14612.554536470208,carne,casual,2025-05-31
CUST0096,345,4,2930.9363015820063,marisco,casual,2024-08-24
CUST0097,327,3,13665.544725302845,especias,casual,2024-09-11
CUST0098,9,4,28636.115044931717,carne,casual,2025-07-26
CUST0099,344,3,52880.026556240344,marisco,casual,2024-08-25
CUST0100,129,8,44078.984239035235,especias,fine_dining,2025-03-28
CUST0101,136,3,57440.25837266925,especias,casual,2025-03-21
CUST0102,63,6,9418.735847243075,carne,hotel,2025-06-02
CUST0103,139,6,5326.951671364813,pescado,casual,2025-03-18
CUST0104,81,8,33541.09047739884,pescado,hotel,2025-05-15
CUST0105,163,6,8850.921394892232,especias,casual,2025-02-22
CUST0106,289,7,14934.548007997335,pescado,fine_dining,2024-10-19
CUST0107,261,8,31320.784473054897,especias,fine_dining,2024-11-16
CUST0108,231,4,112001.54629365506,pescado,hotel,2024-12-16
CUST0109,41,7,25184.16482702422,especias,casual,2025-06-24
CUST0110,28,9,18219.96351676027,especias,fine_dining,2025-07-07
CUST0111,135,4,4837.045125428711,especias,fine_dining,2025-03-22
CUST0112,201,7,47787.797790746736,especias,casual,2025-01-15
CUST0113,328,6,22332.829433608305,queso,hotel,2024-09-10
CUST0114,268,4,10488.432013604106,pescado,hotel,2024-11-09
CUST0115,33,5,9459.282673531763,especias,hotel,2025-07-02
CUST0116,48,7,9880.3929779601,marisco,fine_dining,2025-06-17
CUST0117,62,7,15508.373591840174,carne,casual,2025-06-03
CUST0118,216,8,3450.1161617048324,marisco,fine_dining,2024-12-31
CUST0119,293,7,50171.02715243534,marisco,fine_dining,2024-10-15
CUST0120,99,6,41766.237770205626,queso,fine_dining,2025-04-27
CUST0121,172,3,12552.584184110228,pescado,fine_dining,2025-02-13
CUST0122,360,6,9902.283866649188,queso,casual,2024-08-09
CUST0123,214,10,14501.284072374443,pescado,fine_dining,2025-01-02
CUST0124,35,4,17183.96587718151,especias,fine_dining,2025-06-30
CUST0125,227,10,10993.65415049384,queso,hotel,2024-12-20
CUST0126,101,3,40305.98491522247,carne,fine_dining,2025-04-25
CUST0127,131,2,3572.6468512576366,pescado,casual,2025-03-26
CUST0128,257,5,7282.5329695525725,queso,fine_dining,2024-11-20
CUST0129,5,4,32222.240048389005,carne,casual,2025-07-30
CUST0130,218,5,20525.980998296272,marisco,casual,2024-12-29
CUST0131,255,6,7522.312895752478,especias,casual,2024-11-22
CUST0132,359,2,22151.01620355237,especias,hotel,2024-08-10
CUST0133,283,4,6715.742934601543,marisco,hotel,2024-10-25
CUST0134,207,6,10884.057198897852,queso,fine_dining,2025-01-09
CUST0135,15,4,42145.75014970174,marisco,fine_dining,2025-07-20
CUST0136,346,13,37731.62054188216,carne,fine_dining,2024-08-23
CUST0137,42,3,19799.400605046667,pescado,casual,2025-06-23
CUST0138,179,4,5187.57254352331,queso,casual,2025-02-06
CUST0139,63,5,10173.229964277136,pescado,casual,2025-06-02
CUST0140,352,10,16344.321854120335,marisco,fine_dining,2024-08-17
CUST0141,231,6,63614.1732315338,especias,fine_dining,2024-12-16
CUST0142,241,4,2496.888791254356,pescado,fine_dining,2024-12-06
CUST0143,52,4,6204.475336377008,pescado,fine_dining,2025-06-13
CUST0144,96,5,45879.49563782839,especias,hotel,2025-04-30
CUST0145,222,5,57834.29765906587,pescado,hotel,2024-12-25
CUST0146,231,8,13841.913090624845,pescado,hotel,2024-12-16
CUST0147,237,7,69118.03174847683,especias,fine_dining,2024-12-10
CUST0148,143,4,7128.093109509483,especias,hotel,2025-03-14
CUST0149,171,7,3281.08940506691,marisco,hotel,2025-02-14
CUST0150,29,7,32708.83361931499,marisco,fine_dining,2025-07-06
CUST0151,36,5,54169.597353088066,pescado,hotel,2025-06-29
CUST0152,13,8,53273.77048064431,queso,fine_dining,2025-07-22
CUST0153,160,5,6258.686262036691,marisco,fine_dining,2025-02-25
CUST0154,327,8,18115.986306682164,marisco,fine_dining,2024-09-11
CUST0155,187,4,34371.67946592486,queso,casual,2025-01-29
CUST0156,243,5,20053.277770921217,queso,fine_dining,2024-12-04
CUST0157,86,8,63040.13683492847,especias,hotel,2025-05-10
CUST0158,284,9,9898.359633289074,marisco,hotel,2024-10-24
CUST0159,66,3,13829.43230408932,carne,fine_dining,2025-05-30
CUST0160,170,10,18795.272369627877,carne,casual,2025-02-15
CUST0161,45,7,34122.91136607165,pescado,casual,2025-06-20
CUST0162,62,5,12218.548619779458,marisco,casual,2025-06-03
CUST0163,134,8,37519.05926537992,carne,hotel,2025-03-23
CUST0164,284,3,73850.26630974753,marisco,casual,2024-10-24
CUST0165,28,3,8840.502815419246,marisco,casual,2025-07-07
CUST0166,108,4,12588.145368245248,carne,fine_dining,2025-04-18
CUST0167,44,6,39062.952005954496,marisco,casual,2025-06-21
CUST0168,340,8,101996.98776607258,queso,casual,2024-08-29
CUST0169,286,5,28032.770263593342,pescado,casual,2024-10-22
CUST0170,331,5,6761.052931151285,especias,fine_dining,2024-09-07
CUST0171,128,6,18094.122770477694,carne,fine_dining,2025-03-29
CUST0172,348,6,38768.50765854781,especias,casual,2024-08-21
CUST0173,231,5,6585.34245812775,pescado,hotel,2024-12-16
CUST0174,190,6,5048.214940479083,queso,hotel,2025-01-26
CUST0175,225,7,10511.100513057982,queso,fine_dining,2024-12-22
CUST0176,283,6,28704.34357654071,queso,casual,2024-10-25
CUST0177,121,8,3774.2461264823964,queso,hotel,2025-04-05
CUST0178,116,9,7421.165492715787,carne,casual,2025-04-10
CUST0179,233,5,19512.880620620137,carne,fine_dining,2024-12-14
CUST0180,259,6,44165.045951837135,marisco,hotel,2024-11-18
CUST0181,359,7,19838.52293215995,marisco,fine_dining,2024-08-10
CUST0182,198,10,21587.1815320181,pescado,casual,2025-01-18
CUST0183,137,7,40541.92508889773,marisco,fine_dining,2025-03-20
CUST0184,318,1,73308.21802026882,pescado,fine_dining,2024-09-20
CUST0185,165,5,65557.44583188002,pescado,fine_dining,2025-02-20
CUST0186,225,3,1927.1713593602278,pescado,fine_dining,2024-12-22
CUST0187,307,7,16370.36715196344,queso,hotel,2024-10-01
CUST0188,234,10,36963.49379620696,especias,casual,2024-12-13
CUST0189,172,1,81223.2582681152,especias,hotel,2025-02-13
CUST0190,152,4,28174.054977475116,carne,casual,2025-03-05
CUST0191,315,1,6285.394503624988,pescado,casual,2024-09-23
CUST0192,160,9,7173.55995645491,queso,casual,2025-02-25
CUST0193,96,3,7377.118727679759,marisco,casual,2025-04-30
CUST0194,233,5,20184.879575673458,marisco,casual,2024-12-14
CUST0195,180,5,9185.194142773626,carne,hotel,2025-02-05
CUST0196,113,6,706.6305865424622,carne,casual,2025-04-13
CUST0197,318,5,4568.230327672947,pescado,fine_dining,2024-09-20
CUST0198,52,4,9517.819566965554,pescado,hotel,2025-06-13
CUST0199,268,3,3799.7391402919343,marisco,hotel,2024-11-09
CUST0200,295,9,4410.0474935584525,marisco,casual,2024-10-13
CUST0201,113,5,115397.82858740323,marisco,fine_dining,2025-04-13
CUST0202,101,6,14713.90570315363,marisco,fine_dining,2025-04-25
CUST0203,113,6,10087.531917217191,especias,casual,2025-04-13
CUST0204,81,8,28926.505922472148,pescado,casual,2025-05-15
CUST0205,187,6,46687.867280956365,pescado,fine_dining,2025-01-29
CUST0206,113,9,139495.25292361854,marisco,hotel,2025-04-13
CUST0207,2,6,81678.2644147937,queso,hotel,2025-08-02
CUST0208,130,5,22924.901846557386,marisco,casual,2025-03-27
CUST0209,220,7,3204.6632244049433,carne,hotel,2024-12-27
CUST0210,54,6,5446.278468437098,queso,hotel,2025-06-11
CUST0211,343,2,9929.960104061558,carne,fine_dining,2024-08-26
CUST0212,224,8,24630.317727643138,queso,hotel,2024-12-23
CUST0213,225,5,16309.233638040545,carne,fine_dining,2024-12-22
CUST0214,126,5,3402.083943527574,marisco,casual,2025-03-31
CUST0215,130,5,2845.286823906439,marisco,casual,2025-03-27
CUST0216,53,7,19229.065463727533,queso,fine_dining,2025-06-12
CUST0217,172,7,16734.215526639186,carne,fine_dining,2025-02-13
CUST0218,218,5,12031.618257009472,especias,casual,2024-12-29
CUST0219,160,6,24054.95395623938,queso,fine_dining,2025-02-25
CUST0220,198,5,51636.42673489054,queso,casual,2025-01-18
CUST0221,247,5,20236.417821904313,pescado,casual,2024-11-30
CUST0222,324,9,5787.871180459172,queso,casual,2024-09-14
CUST0223,203,5,100749.22844425219,especias,casual,2025-01-13
CUST0224,184,8,12442.355576162387,marisco,casual,2025-02-02
CUST0225,123,8,15602.209517035119,carne,casual,2025-04-03
CUST0226,255,10,7719.5561486035685,pescado,hotel,2024-11-22
CUST0227,294,7,5068.279233631233,carne,hotel,2024-10-14
CUST0228,280,6,5498.198831569277,marisco,casual,2024-10-28
CUST0229,325,11,4413.290957136634,queso,hotel,2024-09-13
CUST0230,98,9,731.5964804619114,especias,fine_dining,2025-04-28
CUST0231,198,6,12694.326755359496,pescado,fine_dining,2025-01-18
CUST0232,240,7,44690.62564455298,especias,casual,2024-12-07
CUST0233,144,2,5546.141571141817,especias,hotel,2025-03-13
CUST0234,97,11,191886.259194072,especias,fine_dining,2025-04-29
CUST0235,201,11,59370.2176510551,especias,fine_dining,2025-01-15
CUST0236,124,4,14573.29978402848,marisco,fine_dining,2025-04-02
CUST0237,187,7,4885.800227559401,especias,fine_dining,2025-01-29
CUST0238,326,9,3005.1185728454675,especias,hotel,2024-09-12
CUST0239,349,2,13246.471721693686,marisco,fine_dining,2024-08-20
CUST0240,259,8,15887.546349293842,carne,fine_dining,2024-11-18
CUST0241,148,7,12097.850508294187,marisco,fine_dining,2025-03-09
CUST0242,252,6,43238.790789881095,queso,casual,2024-11-25
CUST0243,346,6,66320.36425823736,marisco,fine_dining,2024-08-23
CUST0244,147,9,23809.598520610278,carne,fine_dining,2025-03-10
CUST0245,148,3,25125.440040120204,queso,hotel,2025-03-09
CUST0246,352,6,10825.01484027443,queso,fine_dining,2024-08-17
CUST0247,199,6,14768.504397526598,pescado,fine_dining,2025-01-17
CUST0248,308,4,22399.717796549412,especias,fine_dining,2024-09-30
CUST0249,128,6,10812.217494494158,queso,casual,2025-03-29
CUST0250,39,5,28739.200957328932,queso,hotel,2025-06-26
CUST0251,338,4,5161.561715622665,carne,hotel,2024-08-31
CUST0252,360,9,7136.429788735393,queso,casual,2024-08-09
CUST0253,129,5,5209.593400879556,carne,casual,2025-03-28
CUST0254,267,5,7604.900126618561,especias,hotel,2024-11-10
CUST0255,151,3,11135.416245288501,pescado,fine_dining,2025-03-06
CUST0256,298,6,41533.73728883149,pescado,hotel,2024-10-10
CUST0257,99,7,15469.140269017484,especias,casual,2025-04-27
CUST0258,263,5,4108.702047981301,especias,fine_dining,2024-11-14
CUST0259,252,5,3652.65550894718,marisco,hotel,2024-11-25
CUST0260,144,2,9790.547487242797,queso,fine_dining,2025-03-13
CUST0261,346,4,34185.99088771529,queso,fine_dining,2024-08-23
CUST0262,112,6,60363.93668087072,queso,casual,2025-04-14
CUST0263,60,5,3024.2100293928543,carne,hotel,2025-06-05
CUST0264,2,6,21536.8919968152,marisco,casual,2025-08-02
CUST0265,304,8,9929.820938620844,queso,hotel,2024-10-04
CUST0266,254,9,10731.615688799784,carne,hotel,2024-11-23
CUST0267,140,5,5120.095176795076,carne,fine_dining,2025-03-17
CUST0268,37,7,11909.681723626096,pescado,fine_dining,2025-06-28
CUST0269,160,3,4895.1036338102795,carne,fine_dining,2025-02-25
CUST0270,9,8,11376.661083808862,especias,casual,2025-07-26
CUST0271,233,4,46790.15182033811,carne,fine_dining,2024-12-14
CUST0272,99,10,27900.718104128562,especias,casual,2025-04-27
CUST0273,147,4,100601.43456917549,especias,fine_dining,2025-03-10
CUST0274,304,6,25122.707959061558,pescado,casual,2024-10-04
CUST0275,208,4,17671.14311229802,pescado,hotel,2025-01-08
CUST0276,131,8,25798.349435641772,carne,casual,2025-03-26
CUST0277,152,4,6831.995088506882,pescado,casual,2025-03-05
CUST0278,54,7,1842.9850340852809,pescado,casual,2025-06-11
CUST0279,120,7,32903.731094537594,queso,hotel,2025-04-06
CUST0280,161,4,2464.7387602625067,carne,casual,2025-02-24
CUST0281,116,3,45559.35413346871,carne,hotel,2025-04-10
CUST0282,75,5,31444.643489689173,carne,fine_dining,2025-05-21
CUST0283,113,9,6346.438321518452,pescado,fine_dining,2025-04-13
CUST0284,104,6,9595.797516040644,pescado,hotel,2025-04-22
CUST0285,340,11,14671.052004742574,especias,casual,2024-08-29
CUST0286,254,5,5901.718558419454,marisco,fine_dining,2024-11-23
CUST0287,227,2,25481.051470481187,marisco,casual,2024-12-20
CUST0288,112,5,27829.168258620353,marisco,casual,2025-04-14
CUST0289,99,8,3505.9217482160507,queso,hotel,2025-04-27
CUST0290,153,8,6516.294589484601,pescado,fine_dining,2025-03-04
CUST0291,349,7,14304.984758471968,especias,hotel,2024-08-20
CUST0292,338,8,46432.295367640174,especias,hotel,2024-08-31
CUST0293,194,8,28494.181332373715,marisco,hotel,2025-01-22
CUST0294,310,3,1442.6715033646622,queso,hotel,2024-09-28
CUST0295,163,3,11083.092282946141,queso,casual,2025-02-22
CUST0296,208,10,23809.591983684004,marisco,fine_dining,2025-01-08
CUST0297,169,2,6668.901072139731,marisco,fine_dining,2025-02-16
CUST0298,161,6,6171.874198063713,pescado,fine_dining,2025-02-24
CUST0299,68,8,7031.923095900268,queso,casual,2025-05-28
CUST0300,289,4,10907.359903870334,especias,casual,2024-10-19
CUST0301,277,9,5575.162619453894,marisco,hotel,2024-10-31
CUST0302,304,7,28712.864901387853,pescado,hotel,2024-10-04
CUST0303,135,8,6275.878265754109,especias,hotel,2025-03-22
CUST0304,195,6,5265.921557984519,queso,hotel,2025-01-21
CUST0305,128,4,9961.453622454874,marisco,fine_dining,2025-03-29
CUST0306,33,10,65126.4953509902,marisco,hotel,2025-07-02
CUST0307,176,6,25095.65630280494,pescado,casual,2025-02-09
CUST0308,22,9,26743.160046701927,pescado,casual,2025-07-13
CUST0309,238,13,19760.128163518915,queso,casual,2024-12-09
CUST0310,158,6,5757.100499555643,marisco,hotel,2025-02-27
CUST0311,38,7,7825.198655633974,pescado,fine_dining,2025-06-27
CUST0312,230,3,6602.305960416824,marisco,fine_dining,2024-12-17
CUST0313,51,3,44211.05667818525,queso,hotel,2025-06-14
CUST0314,264,9,19940.476048357992,marisco,hotel,2024-11-13
CUST0315,283,4,2801.3717398652334,especias,casual,2024-10-25
CUST0316,27,6,63438.31303001364,marisco,casual,2025-07-08
CUST0317,226,4,10648.973216323242,carne,fine_dining,2024-12-21
CUST0318,277,6,28525.343037381135,carne,casual,2024-10-31
CUST0319,286,4,42510.574087894376,queso,casual,2024-10-22
CUST0320,97,5,1144.9331185450826,queso,hotel,2025-04-29
CUST0321,284,6,23383.07837233953,queso,fine_dining,2024-10-24
CUST0322,317,7,11528.691507830079,especias,hotel,2024-09-21
CUST0323,304,7,1317.2192815837016,especias,fine_dining,2024-10-04
CUST0324,147,9,4782.1384191170655,marisco,hotel,2025-03-10
CUST0325,4,8,9419.729431179334,pescado,fine_dining,2025-07-31
CUST0326,35,7,34572.766742262174,carne,casual,2025-06-30
CUST0327,192,9,12443.2331989422,carne,fine_dining,2025-01-24
CUST0328,49,10,17210.78498530479,carne,fine_dining,2025-06-16
CUST0329,17,7,10394.601077244555,marisco,hotel,2025-07-18
CUST0330,172,8,44049.72816518712,marisco,fine_dining,2025-02-13
CUST0331,220,9,24989.258277152247,queso,fine_dining,2024-12-27
CUST0332,158,3,17466.248976083643,pescado,fine_dining,2025-02-27
CUST0333,46,4,4731.687507588568,queso,hotel,2025-06-19
CUST0334,6,3,16730.850025016673,marisco,fine_dining,2025-07-29
CUST0335,99,5,239675.6886884406,especias,hotel,2025-04-27
CUST0336,233,8,32874.00400145425,queso,casual,2024-12-14
CUST0337,37,8,7085.653623033369,marisco,hotel,2025-06-28
CUST0338,280,10,94620.56081594895,marisco,fine_dining,2024-10-28
CUST0339,349,7,6780.299571401372,especias,casual,2024-08-20
CUST0340,302,3,30317.313371142667,especias,fine_dining,2024-10-06
CUST0341,181,5,14171.247334459238,especias,hotel,2025-02-04
CUST0342,95,10,17806.15160389764,pescado,casual,2025-05-01
CUST0343,99,4,18471.788554323382,marisco,casual,2025-04-27
CUST0344,188,4,11586.567819673977,especias,casual,2025-01-28
CUST0345,116,10,10055.052045917531,pescado,fine_dining,2025-04-10
CUST0346,191,4,3977.2110101736034,carne,casual,2025-01-25
CUST0347,253,8,4818.178137293073,carne,casual,2024-11-24
CUST0348,161,8,20725.78560146092,carne,casual,2025-02-24
CUST0349,256,4,7498.481930983354,marisco,casual,2024-11-21
CUST0350,323,5,5973.930097184084,pescado,hotel,2024-09-15
CUST0351,128,2,250820.81697175035,pescado,fine_dining,2025-03-29
CUST0352,18,4,178888.0752393571,carne,fine_dining,2025-07-17
CUST0353,281,6,26529.013991147014,queso,casual,2024-10-27
CUST0354,223,6,30536.620792559035,carne,hotel,2024-12-24
CUST0355,54,7,6586.343020909517,marisco,casual,2025-06-11
CUST0356,58,2,4536.582468757043,carne,fine_dining,2025-06-07
CUST0357,323,7,10560.061275993146,carne,fine_dining,2024-09-15
CUST0358,360,7,14845.717818600895,pescado,fine_dining,2024-08-09
CUST0359,174,2,30280.152550206476,carne,casual,2025-02-11
CUST0360,280,4,2379.947446029671,especias,casual,2024-10-28
CUST0361,114,7,127060.33786100209,especias,hotel,2025-04-12
CUST0362,288,9,19019.02176139942,queso,hotel,2024-10-20
CUST0363,342,9,3147.8453611385785,marisco,fine_dining,2024-08-27
CUST0364,151,9,17372.52095382692,marisco,fine_dining,2025-03-06
CUST0365,127,9,6019.2582889368805,pescado,hotel,2025-03-30
CUST0366,155,3,5611.81844363906,marisco,fine_dining,2025-03-02
CUST0367,273,7,5129.524782140651,queso,hotel,2024-11-04
CUST0368,104,5,11483.703520571957,especias,casual,2025-04-22
CUST0369,299,9,121526.28754336777,pescado,fine_dining,2024-10-09
CUST0370,246,12,16282.326335227192,especias,fine_dining,2024-12-01
CUST0371,176,3,29704.6830828529,queso,hotel,2025-02-09
CUST0372,39,6,37937.08724291736,pescado,casual,2025-06-26
CUST0373,170,11,12841.19777343818,carne,fine_dining,2025-02-15
CUST0374,247,5,4647.804179306837,marisco,fine_dining,2024-11-30
CUST0375,26,9,3000.182810334761,queso,hotel,2025-07-09
CUST0376,355,5,10074.049121101581,pescado,casual,2024-08-14
CUST0377,306,4,46588.38310157073,especias,hotel,2024-10-02
CUST0378,13,7,37818.827364651275,pescado,casual,2025-07-22
CUST0379,316,8,19178.60884021656,carne,casual,2024-09-22
CUST0380,313,5,21895.771227983452,queso,hotel,2024-09-25
CUST0381,36,8,12943.458774058894,pescado,hotel,2025-06-29
CUST0382,173,5,9169.959899215371,queso,casual,2025-02-12
CUST0383,20,4,7093.872109106608,queso,hotel,2025-07-15
CUST0384,321,5,3407.451539273366,especias,fine_dining,2024-09-17
CUST0385,264,7,89527.04188679763,marisco,fine_dining,2024-11-13
CUST0386,142,7,17611.214283152007,carne,fine_dining,2025-03-15
CUST0387,143,9,9534.813233076047,pescado,fine_dining,2025-03-14
CUST0388,92,8,91705.41628620365,marisco,fine_dining,2025-05-04
CUST0389,354,3,110985.25312628478,especias,hotel,2024-08-15
CUST0390,322,7,231035.9347275175,marisco,casual,2024-09-16
CUST0391,288,5,11577.776697397476,queso,hotel,2024-10-20
CUST0392,215,3,16488.211644578154,queso,fine_dining,2025-01-01
CUST0393,342,10,28456.3356363622,carne,fine_dining,2024-08-27
CUST0394,51,6,78225.84097793263,pescado,hotel,2025-06-14
CUST0395,153,4,15790.967272841772,pescado,hotel,2025-03-04
CUST0396,186,3,5551.454968963141,especias,casual,2025-01-30
CUST0397,63,7,6986.88853496018,carne,fine_dining,2025-06-02
CUST0398,190,4,48175.295896306736,pescado,hotel,2025-01-26
CUST0399,125,7,27617.51299117334,queso,casual,2025-04-01
CUST0400,150,6,12484.711235074421,carne,fine_dining,2025-03-07
CUST0401,314,3,11690.011923053093,marisco,fine_dining,2024-09-24
CUST0402,58,8,12485.267740082207,carne,fine_dining,2025-06-07
CUST0403,342,7,51236.590596967275,carne,hotel,2024-08-27
CUST0404,305,6,6742.710267210462,pescado,fine_dining,2024-10-03
CUST0405,180,9,4410.569441531259,especias,fine_dining,2025-02-05
CUST0406,170,4,91306.65537201543,especias,casual,2025-02-15
CUST0407,326,6,15217.854536265982,pescado,hotel,2024-09-12
CUST0408,271,6,13709.460580923527,pescado,casual,2024-11-06
CUST0409,54,5,29032.242616006555,pescado,hotel,2025-06-11
CUST0410,101,4,5520.699363066255,especias,fine_dining,2025-04-25
CUST0411,264,4,31434.653775163428,pescado,casual,2024-11-13
CUST0412,53,6,10121.761071828687,marisco,hotel,2025-06-12
CUST0413,60,6,45745.22632662177,marisco,hotel,2025-06-05
CUST0414,108,7,3201.6964352081222,queso,fine_dining,2025-04-18
CUST0415,5,7,23291.327825806235,marisco,fine_dining,2025-07-30
CUST0416,103,7,11777.398763674868,carne,casual,2025-04-23
CUST0417,196,7,7335.837684934874,queso,casual,2025-01-20
CUST0418,262,8,32096.901089848285,marisco,hotel,2024-11-15
CUST0419,350,3,12795.4928030376,carne,casual,2024-08-19
CUST0420,47,6,23651.527608152075,marisco,fine_dining,2025-06-18
CUST0421,355,4,52621.60768027641,carne,casual,2024-08-14
CUST0422,311,2,32750.248545452003,pescado,casual,2024-09-27
